valor_requerido,valor_desembolso,total_juros,taxa_juros,taxa_multa,taxa_mora,status_id,data_criacao,data_pagamento,produto,conveniada_id,quantidade_parcelas,data_primeiro_vencimento,valor_parcela,quantidade_parcelas_pagas,cpf,nome,dt_nasc,sexo,email
57887,"56811,1","1075,92","1,85865","7,25","3,23",,25/3/2026,,CONSIGNADO,,57,25/6/2026,"1015,56",16,17isinvRn0wWQK,Nicholas Okuneva,2/3/2026,F,crist.kacey@example.org
"22503,3","22121,9","381,4","1,69487","2,2","9,44",,25/3/2026,,CONSIGNADO,,8,29/5/2026,"2812,91",2,195J0AV7gqWSt4,Miss Sister Koepp DVM,2/2/2008,M,catharine.mohr@example.org
"36203,2","35195,9","1007,27","2,78228","1,69","2,55",,25/3/2026,,CONSIGNADO,,77,2/5/2026,"470,17",50,19nawhcUpgmlfI,Dr. Zachery Parker,6/5/2002,M,hector45@example.org
"35305,6","34478,9","826,7","2,34156","1,52","9,95",,25/3/2026,,CONSIGNADO,,45,27/5/2026,"784,57",40,1bLMBIq0W79Xly,Wilhelmine Kuvalis,24/5/2007,F,boehm.cordelia@example.com
"8232,53","8049,84","182,69","2,21917","2,2","5,53",,25/3/2026,,CONSIGNADO,,47,19/6/2026,"175,16",29,1cy1IIfeLRJ5te,Collin Olson,22/12/1991,M,simonis.caterina@example.org
"27246,4","26835,6","410,87","1,50797","3,35","4,98",,25/3/2026,,CONSIGNADO,,34,20/5/2026,"801,37",34,1dBAe6jBabyLHs,Estella Bergstrom,23/6/2009,F,gerhard60@example.com
"39317,3","38180,7","1136,62","2,89089","5,59","9,69",,25/3/2026,,CONSIGNADO,,67,2/5/2026,"586,83",55,1EKYuUwpyyKigL,Jeanette Quitzon III,20/2/2026,M,garett98@example.org
"23181,1","22816,3","364,72","1,57334","4,33","8,49",,25/3/2026,,CONSIGNADO,,88,10/5/2026,"263,42",33,1EKYuUwpyyKigL,Jeanette Quitzon III,20/2/2026,M,garett98@example.org
"17051,2","16776,5","274,75","1,61134","9,39","2,86",,25/3/2026,,CONSIGNADO,,90,6/5/2026,"189,46",82,1eSptWHMp7bzqZ,Prof. Jeromy Moore III,22/4/1983,M,hkuhn@example.com
"9624,32","9468,97","155,35","1,61415","1,47","1,83",,25/3/2026,,CONSIGNADO,,33,22/6/2026,"291,65",0,1eSptWHMp7bzqZ,Prof. Jeromy Moore III,22/4/1983,M,hkuhn@example.com
"52254,8","51029,8","1224,97","2,34422","3,98","1,7",,25/3/2026,,CONSIGNADO,,24,9/6/2026,"2177,28",9,1Ex5yd06nBCR24,Marquise Schmidt,3/7/1990,M,van73@example.org
"35140,3","34308,4","831,88","2,3673","3,05","2,13",,25/3/2026,,CONSIGNADO,,91,30/4/2026,"386,16",37,1FQ3FKt5u9ZAZv,Dr. Terrence Stokes I,15/8/2010,M,zgoldner@example.net
"35792,6","35188,5","604,08","1,68773","9,61","3,61",,25/3/2026,,CONSIGNADO,,35,26/4/2026,"1022,64",4,1FQ3FKt5u9ZAZv,Dr. Terrence Stokes I,15/8/2010,M,zgoldner@example.net
"18614,4","18389,1","225,27","1,2102","8,47",4,,25/3/2026,,CONSIGNADO,,65,6/6/2026,"286,37",27,1gheygrUzgdfzW,Magali Stehr Jr.,2/7/2013,M,crist.carolyn@example.com
"42284,2","41175,6","1108,6","2,62177","6,41","3,03",,25/3/2026,,CONSIGNADO,,4,4/6/2026,"10571,1",4,1gheygrUzgdfzW,Magali Stehr Jr.,2/7/2013,M,crist.carolyn@example.com
"41186,2","40331,8","854,32","2,07428","6,96","9,04",,25/3/2026,,CONSIGNADO,,81,28/5/2026,"508,47",40,1gLScHKlGXxagq,Ms. Gretchen Monahan,23/8/1976,F,stephanie51@example.com
"56795,6","55362,3","1433,21","2,52345","4,66",3,,25/3/2026,,CONSIGNADO,,78,1/6/2026,"728,15",46,1J5DSzticOqD6v,Miss Jude Waters,23/2/1998,F,kristofer.farrell@example.org
"4167,16","4093,27","73,89","1,77324","5,73","1,06",,25/3/2026,,CONSIGNADO,,23,15/6/2026,"181,18",23,1LEAv7878pOZsS,Ivah Roberts DDS,30/11/2020,M,bechtelar.beryl@example.net
"6200,99","6125,36","75,63","1,21961","5,02","7,86",,25/3/2026,,CONSIGNADO,,91,17/5/2026,"68,14",64,1LjcyW10UbDBVj,Ms. Leilani Robel DDS,28/10/1994,M,demetrius76@example.com
"7231,17","7090,79","140,38","1,94127","8,83","5,78",,25/3/2026,,CONSIGNADO,,95,29/4/2026,"76,12",4,1NhBfenXz2EFKT,Naomi Stiedemann,20/10/1997,M,araceli01@example.org
"16877,1","16413,6","463,5","2,74632","1,45","1,98",,25/3/2026,,CONSIGNADO,,26,5/6/2026,"649,12",5,1NKpWXeEIphApB,Hilma Lowe DVM,4/2/2002,F,brisa.smith@example.org
"9753,91","9531,47","222,44","2,28051","1,2","1,83",,25/3/2026,,CONSIGNADO,,56,12/6/2026,"174,18",33,1nyVXqo83jvizx,Alana Swift DVM,22/8/2025,F,jones.hank@example.net
"9562,53","9430,72","131,81","1,37835",9,"7,36",,25/3/2026,,CONSIGNADO,,90,6/5/2026,"106,25",58,1pJZ4gFr40XEi4,Dr. Skyla Huel,11/10/2000,F,dach.raul@example.net
"19119,9","18550,8","569,11","2,97652","5,02","5,86",,25/3/2026,,CONSIGNADO,,17,7/5/2026,"1124,7",2,1r1TawfXg8uRnD,Dr. Clinton Medhurst II,1/12/1974,M,roscoe.larson@example.com
"22914,9","22657,6","257,34","1,12301","7,29","3,59",,25/3/2026,,CONSIGNADO,,85,6/5/2026,"269,59",21,1RYRo2MF6NnnIq,Katheryn Hamill,30/5/1984,M,fstracke@example.com
"3345,87","3263,38","82,49","2,46534","4,35","7,5",,25/3/2026,,CONSIGNADO,,28,21/5/2026,"119,5",24,1RYRo2MF6NnnIq,Katheryn Hamill,30/5/1984,M,fstracke@example.com
"18989,8","18686,6","303,19","1,59662","8,3","8,14",,25/3/2026,,CONSIGNADO,,8,10/6/2026,"2373,72",5,1SfkXkqqpTwA69,Collin Harber,2/5/2002,F,vmitchell@example.com
"2392,57","2333,04","59,53","2,48799","3,12","9,44",,25/3/2026,,CONSIGNADO,,83,31/5/2026,"28,83",22,1ThfhEzo3stvec,Dr. Wilson Jacobs Jr.,22/11/1995,M,bridie.flatley@example.org
"44140,3","43156,4","983,98","2,22921","9,67","1,03",,25/3/2026,,CONSIGNADO,,43,19/6/2026,"1026,52",14,1UnVehCLsVMTUi,Fanny Armstrong,28/5/2019,F,mellie73@example.com
"7438,93","7349,33","89,6","1,20451","7,99","7,92",,25/3/2026,,CONSIGNADO,,8,13/5/2026,"929,87",4,1WgNcDoiODEtAe,Keshaun Price,12/12/2014,F,lauryn88@example.com
"8017,27","7795,57","221,7","2,76529","8,46","3,8",,25/3/2026,,CONSIGNADO,,83,24/6/2026,"96,59",65,1WgNcDoiODEtAe,Keshaun Price,12/12/2014,F,lauryn88@example.com
"54792,5","53957,1","835,43","1,52471","9,76","8,24",,25/3/2026,,CONSIGNADO,,10,23/5/2026,"5479,25",0,1XsXJJLcZyR7cj,Edmond Dach,19/1/2024,M,alexander.parisian@example.org
"38225,4","37361,8","863,66","2,25938","1,94","6,03",,25/3/2026,,CONSIGNADO,,50,6/5/2026,"764,51",15,1xtwXRJxcpmCQg,Bobbie Kirlin,3/5/1991,F,kling.dax@example.net
"32862,6",32101,"761,69","2,31781","6,38","7,96",,25/3/2026,,CONSIGNADO,,82,26/4/2026,"400,76",61,1zQGCBqdU5i1iu,Yolanda Fisher,24/10/1970,M,twest@example.com
"23954,4",23590,"364,41","1,52128","8,17","7,84",,25/3/2026,,CONSIGNADO,,74,24/5/2026,"323,71",3,21fBNPEf4f1tFe,Zander Mann II,17/11/2024,M,dspinka@example.org
"20514,3","20097,6","416,76","2,03154","6,29","7,47",,25/3/2026,,CONSIGNADO,,54,27/5/2026,"379,9",6,22pJ7NfGEsKl8g,Darrell Koch,6/7/1995,F,junius.zemlak@example.com
19927,"19627,7","299,3","1,50198","8,05","5,78",,25/3/2026,,CONSIGNADO,,18,2/6/2026,"1107,06",3,22pJ7NfGEsKl8g,Darrell Koch,6/7/1995,F,junius.zemlak@example.com
"18168,4","17777,3","391,08","2,15255","6,33","2,17",,25/3/2026,,CONSIGNADO,,19,21/6/2026,"956,23",18,2A83U6bu8fHXy7,Dr. Dora Kreiger,23/12/1997,F,spinka.hilda@example.org
"50685,3","49210,1","1475,21","2,91052","6,36","9,71",,25/3/2026,,CONSIGNADO,,29,1/6/2026,"1747,77",6,2B0nFn2kDrtkJ4,Dessie Wiza,23/12/2003,F,connelly.adonis@example.com
"38762,9",37875,"887,88","2,29055","4,39","3,32",,25/3/2026,,CONSIGNADO,,9,19/5/2026,"4306,98",5,2cfW9EU4EdU108,Jaiden Runolfsson,21/6/1998,M,violette11@example.net
47818,"46747,6","1070,4","2,23848","9,56","5,76",,25/3/2026,,CONSIGNADO,,51,5/6/2026,"937,61",7,2Chw1u2chAN5Eg,Destany Grant,4/10/1987,M,greta95@example.com
"34971,2",34254,"717,21","2,05085","2,18","8,46",,25/3/2026,,CONSIGNADO,,70,3/5/2026,"499,59",6,2Chw1u2chAN5Eg,Destany Grant,4/10/1987,M,greta95@example.com
"32575,5","31998,8","576,68","1,77029","9,19","4,58",,25/3/2026,,CONSIGNADO,,29,20/6/2026,"1123,29",13,2eu0FpFNS40PzD,Deron Tromp,19/6/2021,M,polson@example.net
"13953,2","13612,9","340,34","2,43912","4,12","4,27",,25/3/2026,,CONSIGNADO,,11,30/4/2026,"1268,47",0,2f8vxkUqkdXtFc,Jettie Padberg,16/11/1983,M,iemmerich@example.com
"47124,6","46182,8","941,81","1,99855","5,34","1,88",,25/3/2026,,CONSIGNADO,,50,24/5/2026,"942,49",33,2f8vxkUqkdXtFc,Jettie Padberg,16/11/1983,M,iemmerich@example.com
"39898,7","38936,9","961,85","2,41073","5,76","5,06",,25/3/2026,,CONSIGNADO,,87,23/5/2026,"458,61",21,2FgeZPK1gok13N,Krystina Littel,22/1/2006,M,althea92@example.com
"36157,6","35298,3","859,34","2,37665","8,65","2,65",,25/3/2026,,CONSIGNADO,,50,3/6/2026,"723,15",15,2fJJXVj0Qi9xdK,Tiana Goyette,15/12/2018,M,halvorson.kamron@example.com
31290,"30931,3","358,63","1,14615","5,15","6,52",,25/3/2026,,CONSIGNADO,,82,10/5/2026,"381,59",61,2GYJrOrvtRArCA,Dr. Marc Greenfelder,12/10/1987,F,ostoltenberg@example.net
"15745,5","15361,3","384,19","2,44002","4,11","8,91",,25/3/2026,,CONSIGNADO,,59,1/5/2026,"266,87",45,2GYJrOrvtRArCA,Dr. Marc Greenfelder,12/10/1987,F,ostoltenberg@example.net
"9576,51","9376,08","200,43","2,09291","2,19","7,89",,25/3/2026,,CONSIGNADO,,23,22/5/2026,"416,37",21,2JhmACmqJLdul4,Polly Breitenberg,16/2/1994,M,fisher.zena@example.org
"51755,4","50616,2","1139,2","2,20112","5,24",8,,25/3/2026,,CONSIGNADO,,34,23/6/2026,"1522,22",22,2JzPChWWRy3t86,Dr. Roosevelt Kuhlman IV,16/12/1978,M,mariana47@example.com
"51860,7","50491,7","1368,97","2,63971","7,66","2,94",,25/3/2026,,CONSIGNADO,,96,3/6/2026,"540,22",78,2knPgi0Fn4xi90,Bradley Pfannerstill,13/7/2023,M,jeremie57@example.org
"32689,9","32041,3","648,58","1,98405","4,01","8,78",,25/3/2026,,CONSIGNADO,,34,19/6/2026,"961,47",8,2m9auwcPYVyc4G,Dandre Hayes,28/3/1973,M,wiley77@example.net
"38171,8","37040,5","1131,28","2,96365","9,89","3,88",,25/3/2026,,CONSIGNADO,,52,27/5/2026,"734,07",20,2m9auwcPYVyc4G,Dandre Hayes,28/3/1973,M,wiley77@example.net
25099,24500,599,"2,38655","1,99","2,28",,25/3/2026,,CONSIGNADO,,91,25/6/2026,"275,81",72,2NN29btGLDBEhy,Dr. Jackeline Boehm,26/7/1980,F,hollis40@example.net
"26929,3","26504,4","424,92","1,57792","2,26","7,07",,25/3/2026,,CONSIGNADO,,58,3/5/2026,"464,3",50,2nRqQH9dpx1724,Adelia Lehner IV,21/3/2006,M,morgan.walter@example.com
"37100,9","36542,6","558,29","1,50478","2,9","9,46",,25/3/2026,,CONSIGNADO,,3,4/5/2026,12367,2,2olXT8be7o0hN6,Judge Walter,27/7/1985,F,yhaley@example.org
"4202,32","4103,32",99,"2,35576","2,99","5,29",,25/3/2026,,CONSIGNADO,,2,5/5/2026,"2101,16",2,2Pn3JmBiaqfY47,Germaine Labadie PhD,7/6/1995,M,selina20@example.com
"57478,1","56847,7","630,42","1,0968","7,08","5,73",,25/3/2026,,CONSIGNADO,,67,21/5/2026,"857,88",19,2qsM7aUg8wH6ZM,Amina Sawayn DVM,7/11/2015,M,langworth.myra@example.net
"3646,22","3562,17","84,05","2,30517","1,11","5,59",,25/3/2026,,CONSIGNADO,,66,6/6/2026,"55,25",51,2QYoCq0cunOk1u,Jo Collins,8/8/1974,F,pfeffer.corene@example.com
"43565,1","43074,4","490,63","1,1262","2,3","8,19",,25/3/2026,,CONSIGNADO,,43,25/4/2026,"1013,14",17,2SEEeqfXe19chg,Kody Kohler,31/10/1996,F,jcarroll@example.org
"8791,37","8535,56","255,81","2,90984","4,52","6,33",,25/3/2026,,CONSIGNADO,,40,1/5/2026,"219,78",28,2shjbN9nMrQpbl,Lukas Johnson,3/10/1996,M,jarred.rodriguez@example.net
"16736,6","16256,2","480,48","2,87084","1,88","1,5",,25/3/2026,,CONSIGNADO,,39,10/5/2026,"429,14",38,2T5ChE9z4SJz5v,Miss Ruthie Brakus Sr.,14/8/2015,F,pbatz@example.org
"9120,1","8968,26","151,84","1,66493","8,22","7,31",,25/3/2026,,CONSIGNADO,,67,15/5/2026,"136,12",21,2vk8Llt5422fVs,Edmund Gorczany IV,26/6/2024,F,delbert.senger@example.org
"29276,3","28631,9","644,38","2,20104","4,99","9,42",,25/3/2026,,CONSIGNADO,,23,12/6/2026,"1272,88",10,2YMsY0sUf9C1e8,Lane Howe V,23/6/1975,M,orunolfsdottir@example.org
12422,"12164,8","257,24","2,07082","6,66","8,97",,25/3/2026,,CONSIGNADO,,79,18/5/2026,"157,24",11,2yYxzb0PVQeYIG,Miss Luz Watsica,26/6/2007,F,roob.brain@example.org
"58138,9","57428,1","710,82","1,22263","3,84","6,83",,25/3/2026,,CONSIGNADO,,95,14/6/2026,"611,99",76,2zqYBFoMPV0Qgq,Miss Sabrina Greenfelder,26/12/1993,F,bosco.edmund@example.org
"12773,2","12421,2","352,07","2,75635","6,84","5,27",,25/3/2026,,CONSIGNADO,,3,20/6/2026,"4257,74",0,30ALarXAkEsIz6,Icie VonRueden PhD,1/2/2015,M,noble76@example.net
"35379,4","34649,5","729,88","2,06302",10,"6,48",,25/3/2026,,CONSIGNADO,,62,20/5/2026,"570,63",55,30U4GxKLctOFkv,Jany Parisian,4/4/2004,F,bkovacek@example.com
"55502,7",53984,"1518,77","2,73638","8,47","9,25",,25/3/2026,,CONSIGNADO,,53,5/5/2026,"1047,22",30,31TFlV2HYcCdKw,Jazlyn Cartwright Jr.,17/12/1971,F,gwest@example.org
"32595,5","31864,7","730,72","2,24178","4,21","6,92",,25/3/2026,,CONSIGNADO,,87,1/6/2026,"374,66",49,32DjiMMHzCZFo6,Dr. Cydney Ondricka Jr.,19/11/1985,F,hveum@example.com
"47499,1","46677,2","821,89","1,73033","6,98","6,04",,25/3/2026,,CONSIGNADO,,37,22/5/2026,"1283,76",3,32DjiMMHzCZFo6,Dr. Cydney Ondricka Jr.,19/11/1985,F,hveum@example.com
"41224,4",40383,"841,43","2,04109","6,13","2,49",,25/3/2026,,CONSIGNADO,,44,15/5/2026,"936,92",7,32DjiMMHzCZFo6,Dr. Cydney Ondricka Jr.,19/11/1985,F,hveum@example.com
"31510,3","30923,1","587,23","1,86361","9,68","1,68",,25/3/2026,,CONSIGNADO,,36,17/5/2026,"875,29",8,35FA6IoiiQF2ia,Prof. Wilton Murray,6/4/2007,F,jwest@example.com
"47621,3","46294,2","1327,08","2,78673","7,86","6,05",,25/3/2026,,CONSIGNADO,,88,10/6/2026,"541,15",3,36bZHveY7ocpxl,Jessica Bogisich,6/11/1985,F,crona.cale@example.com
20430,"20001,8","428,19","2,0959","6,92","8,42",,25/3/2026,,CONSIGNADO,,88,29/5/2026,"232,16",51,36bZHveY7ocpxl,Jessica Bogisich,6/11/1985,F,crona.cale@example.com
"32409,6","31874,7","534,93","1,65054","1,48","9,13",,25/3/2026,,CONSIGNADO,,32,26/5/2026,"1012,8",30,38YA2LigmoKhJP,Oma Ankunding,9/2/2015,F,ava.larkin@example.com
"36813,4","36194,9","618,54","1,6802","4,47","7,16",,25/3/2026,,CONSIGNADO,,74,12/6/2026,"497,48",41,3Ajy17VwOkauOa,Noemie Brekke Jr.,12/3/2008,M,gschulist@example.com
"39321,2","38750,5","570,65","1,45125","8,61","9,95",,25/3/2026,,CONSIGNADO,,46,16/6/2026,"854,81",27,3Ajy17VwOkauOa,Noemie Brekke Jr.,12/3/2008,M,gschulist@example.com
"39013,3",38203,"810,25","2,07687","2,46","6,14",,25/3/2026,,CONSIGNADO,,17,13/6/2026,"2294,9",10,3BAAGKNyyFu26B,Abby Hilpert,22/9/1997,F,hodkiewicz.olen@example.com
"8069,98","7886,76","183,22","2,27044","6,32","4,3",,25/3/2026,,CONSIGNADO,,29,12/6/2026,"278,28",19,3buyO9XBp4OqV7,Savannah Predovic,3/1/1974,F,euna70@example.org
"23611,6","22988,8","622,71","2,63731","9,38","4,92",,25/3/2026,,CONSIGNADO,,63,8/6/2026,"374,79",34,3buyO9XBp4OqV7,Savannah Predovic,3/1/1974,F,euna70@example.org
"42233,6","41451,1","782,46","1,85269","8,8","3,42",,25/3/2026,,CONSIGNADO,,77,26/5/2026,"548,49",56,3CDPhhd2rUFoSf,Nicholas Johnson,1/3/1988,M,hokon@example.org
"1138,32","1105,01","33,31","2,92648","3,16","8,46",,25/3/2026,,CONSIGNADO,,62,9/5/2026,"18,36",59,3cJ1MtoN7WapaF,Ms. Lily Skiles V,12/6/2004,F,enoch.carter@example.net
56014,"54782,2","1231,82","2,19912","6,15","8,5",,25/3/2026,,CONSIGNADO,,90,29/4/2026,"622,38",51,3EMwDvFOS1jM9f,Nikki Altenwerth,8/11/1991,M,marc23@example.net
"17046,2","16606,4","439,76","2,57981","7,72","3,41",,25/3/2026,,CONSIGNADO,,82,3/6/2026,"207,88",20,3GpPyGsGW6dPuB,Eduardo Torphy,11/11/2003,F,dbatz@example.com
"7235,8","7153,98","81,82","1,13079","9,26","1,61",,25/3/2026,,CONSIGNADO,,38,22/5/2026,"190,42",18,3jM7FEWstJ5pUM,Ms. Chaya Raynor,5/7/1972,F,schmitt.veda@example.net
"45190,9","43865,2","1325,66","2,93346","8,92","5,95",,25/3/2026,,CONSIGNADO,,29,13/6/2026,"1558,31",29,3jM7FEWstJ5pUM,Ms. Chaya Raynor,5/7/1972,F,schmitt.veda@example.net
"7412,38","7286,11","126,27","1,70354","1,66","9,43",,25/3/2026,,CONSIGNADO,,4,7/5/2026,"1853,1",4,3jPyUazWjAbbVw,Violette Schroeder,28/11/2004,F,easter.rempel@example.net
"8930,85","8737,17","193,68","2,16867","1,17","3,67",,25/3/2026,,CONSIGNADO,,7,3/6/2026,"1275,84",7,3jPyUazWjAbbVw,Violette Schroeder,28/11/2004,F,easter.rempel@example.net
"27952,7","27159,2","793,54","2,83886","8,9","4,28",,25/3/2026,,CONSIGNADO,,75,24/5/2026,"372,7",72,3KqJjGnz5DDgJA,Mr. Hillard McKenzie,1/7/1994,F,keith96@example.net
58239,"57263,1","975,92","1,67571","9,88","2,26",,25/3/2026,,CONSIGNADO,,54,1/5/2026,"1078,5",45,3lhf8dfHA1iF4j,Prof. Rashad Schuppe,28/5/1979,M,melvina.johnston@example.org
"15846,8","15538,5","308,24","1,9451","9,87","3,51",,25/3/2026,,CONSIGNADO,,34,12/5/2026,"466,08",20,3lhf8dfHA1iF4j,Prof. Rashad Schuppe,28/5/1979,M,melvina.johnston@example.org
"2784,01","2700,97","83,04","2,98269","7,98","9,81",,25/3/2026,,CONSIGNADO,,28,6/5/2026,"99,43",26,3lW9qA7RrAA8GT,Dr. Felicity Wiza III,20/4/2023,M,ihickle@example.net
"12336,2","12033,1","303,04","2,45648","3,38","6,14",,25/3/2026,,CONSIGNADO,,23,4/5/2026,"536,36",7,3lxNv8bGFXoiKC,Seth Mayert,22/12/2003,F,damore.jordane@example.net
"32856,6",32267,"589,58","1,7944","4,66","2,07",,25/3/2026,,CONSIGNADO,,22,10/5/2026,"1493,48",16,3lxNv8bGFXoiKC,Seth Mayert,22/12/2003,F,damore.jordane@example.net
"29471,6","28873,4","598,19","2,02972","7,34","4,03",,25/3/2026,,CONSIGNADO,,17,26/4/2026,"1733,63",17,3NdHFHWFgouY3e,Prof. Eladio Quigley III,29/2/2004,M,unicolas@example.net
